,crash_type,report_made,date_time,case_number,district,location,road_type,ticket_arrest,citation_to,biker_gender,biker_city_of_residence,biker_zip_code,driver_gender,driver_city_res,driver_zip_code,injury_to_biker,level_of_injury_to_biker,biker_to_hospital,location_1,count,:@computed_region_jitf_9zyt,:@computed_region_dysk_fpxp,ped_age,ped_gender,ped_city_res,ped_zip_code,injury_to_pedestrian,level_of_injury_to_ped,pedestrian_to_hospital,lanes_of_traffic,signal_present,speed_limit,synopsis,driver_age,biker_age
69,Pedestrian,Yes,2017-11-10T17:31:00.000,17-262948,Western District,University Ave W & Lexington,County - State Aid Highway,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.95553622', 'longitude': '-93.14636328'}",1,9,7,36,Female,St. Paul,55104,Yes,Suspected Minor Injury,Yes,6,Yes,30,An unknown motor vehicle was making a left turn from Lexington Parkway on to University Ave and the pedestrian ran south across University Ave and into the side of the motor vehicle. The motor vehicle did not stop after the incident.,,
70,Pedestrian,No,2016-01-25T09:41:00.000,16-015670,Eastern District,Payne Ave & Woodward St,,No,,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.9565217', 'longitude': '-93.0784671'}",1,13,3,36,Male,St. Paul,55106,Yes,Suspected Minor Injury,No,,,,,,
71,Bike,Yes,2017-04-21T13:21:00.000,17-087379,Eastern District,4th St E & Hancock,City,Yes,Biker,Male,St. Paul,55106,Male,St. Paul,55106,Yes,Suspected Serious Injury,Yes,"{'latitude': '44.95854232', 'longitude': '-93.05320716'}",1,15,2,,,,,,,,2,No,30,"Bike was WB on 4th Street, down hill.  Bike had no brakes and went through stop sign.  Biker tried to stop by getting off the bike, but was unable to stop.  Car struck biker at low speed.  Biker transported to hospital with suspected serious injuries.  Biker cited for fail to obey stop sign.",30,23
72,Pedestrian,Yes,2016-04-26T23:01:00.000,16-080265,Eastern District,Forest St & Minnehaha Ave E,Municipal Aid Street,No,None,,,,Male,St. Paul,55117,,,,"{'latitude': '44.963048', 'longitude': '-93.060975'}",1,15,1,55,Male,St. Paul,55106,Yes,Suspected Minor Injury,Yes,2,Yes,30,,26,
73,Pedestrian,Yes,2017-09-11T19:23:00.000,17-215333,Central District,7th St W & St. Clair,Parking Lot,No,None,,,,Male,Farrington,55024,,,,"{'latitude': '44.934036', 'longitude': '-93.11772114'}",1,11,5,58,Male,St. Paul,55102,Yes,Suspected Minor Injury,Yes,Private,No,10,Driver struck pedestrian in parking lot of gas station.,65,
74,Bike,Yes,2017-09-24T11:48:00.000,17-226327,Western District,Albert St & University Ave W,County - State Aid Highway,No,None,Female,St. Paul,55104,Female,St. Paul,55104,Yes,Possible Injury,No,"{'latitude': '44.95555675', 'longitude': '-93.15940531'}",1,17,7,,,,,,,,4,Stop Sign,30,Vehicle was NB Albert making right onto EB University.  Struck biker who was WB in the EB traffic lanes of University.,64,21
75,Bike,Yes,2016-07-18T19:40:00.000,16-143808,Eastern District,I35E Fwy & Maryland Ave,County - State Aid Highway,Yes,Driver,Male,St. Paul,55104,Male,Roseville,55113,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.977046', 'longitude': '-93.088764'}",1,3,3,,,,,,,,6,Yes,30,,46,17
76,Pedestrian,Yes,2017-08-02T17:36:00.000,17-180265,Eastern District,Burnquist St & Jessamine Ave E,City,No,None,,,,Female,St. Paul,55106,,,,"{'latitude': '44.9761555', 'longitude': '-93.04798867'}",1,13,1,4,Female,St. Paul,55106,Yes,Possible Injury,Yes,2,No,30,4 y/o ran across street without looking.  Minor injuries.,38,
77,Pedestrian,Yes,2018-05-31T15:59:00.000,18-116690,Western District,Aurora & Victoria,City,Yes,Driver,,,,Female,St. Paul,55106,,,,"{'latitude': '44.95517676', 'longitude': '-93.13656111'}",1,9,7,38,Male,St. Paul,55104,Yes,Suspected Serious Injury,Yes,2,No,30,Pedestrian was riding on the hood of a car when he fell off and was run over.  Driver was cited for reckless driving.,23,
78,Bike,Yes,2017-07-07T16:42:00.000,17-156474,Eastern District,Breen & Jessamine,City,Yes,Driver,Female,St. Paul,55119,Male,St. Paul,55106,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.97469703', 'longitude': '-93.02659894'}",1,14,1,,,,,,,,2,No,30,Biker was riding in street when struck by vehicle.  Driver cited.,20,8
79,Bike,Yes,2018-07-06T15:50:00.000,18-149310,Eastern District,Lower Afton Rd & Winthrop St S,County - State Aid Highway,No,None,Male,St. Paul,55119,Female,St. Paul,55119,No,None,No,"{'latitude': '44.93279265', 'longitude': '-93.01222198'}",1,16,2,,,,,,,,2,No,30,Biker struck vehicle that was exiting a driveway.,73,21
80,Pedestrian,Yes,2017-02-03T13:55:00.000,17-024376,Central District,Dale St N & Maryland Ave W,County - State Aid Highway,No,None,,,,Female,St. Paul,55117,,,,"{'latitude': '44.97747471', 'longitude': '-93.12628629'}",1,2,3,49,Male,St. Paul,55104,Yes,Suspected Serious Injury,Yes,4,Yes,30,Pedestrian exited Metro Transit bus and darted across Dale St against the signal.   Vehicle was traveling northbound on Dale St. approaching Maryland Ave.  Pedestrian ran into the side of vehicle.  Pedestrian suffered a head injury from the fall to the ground. Pedestrian was transported to hospital.,24,
81,Bike,Yes,2017-09-14T16:00:00.000,17-217892,Central District,Dale St N & Maryland Ave W,County - State Aid Highway,Yes,Driver,Male,Minneapolis,55414,Male,Shoreview,55126,Yes,Possible Injury,No,"{'latitude': '44.97750035', 'longitude': '-93.12627824'}",1,3,3,,,,,,,,4,Yes,30,"Driver NB Dale at Maryland and failed to stop for red light, striking bike.  Driver cited.",81,60
82,Bike,Yes,2016-07-28T08:43:00.000,16-149982,Western District,Maynard Dr & Stewart,City Street,No,None,Female,St. Paul,55116,Male,Roseville,55113,Yes,Suspected Minor Injury,No,"{'latitude': '44.89947', 'longitude': '-93.167897'}",1,6,6,,,,,,,,2,No,30,,82,29
83,Pedestrian,Yes,2018-03-14T14:48:00.000,18-052762,Western District,Minnehaha Ave W & Milton St N,Municiapl State Aid,No,None,,,,Male,St. Paul,55104,,,,"{'latitude': '44.96294454', 'longitude': '-93.13798157'}",1,10,7,42,Male,St. Paul,55101,Yes,Possible Injury,Yes,2,No,30,Police officer was on foot and chasing a suspect when struck by an uninvolved motor vehicle.,34,
84,Pedestrian,Yes,2016-08-16T14:00:00.000,16-164699,Western District,Lexington Pkwy & Marshall Ave,County - State Aid Highway,No,None,,,,Male,Unknown,Unknown,,,,"{'latitude': '44.948543', 'longitude': '-93.146561'}",1,9,7,15,Female,St. Paul,55104,Yes,Possible Injury,No,4,Yes,30,,25,
85,Pedestrian,No,2017-05-09T21:14:00.000,17-103574,Central District,Rice St & Pennsylvania,County - State Aid Highway,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.960314', 'longitude': '-93.10595'}",1,10,7,50,Female,Unknown,Unknown,Yes,Suspected Serious Injury,Yes,6,Traffic Signal,30,Vehicle vs. pedestrian.  Waiting on report.,,
86,Bike,Yes,2016-08-21T16:38:00.000,16-168243,Eastern District,Edgerton St & Jessamine,County - State Aid Highway,No,None,Male,Little Canada,55117,Female,St. Paul,55106,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.974716', 'longitude': '-93.07608'}",1,13,1,,,,,,,,2,No,30,,21,16
87,Pedestrian,Yes,2016-03-21T23:24:00.000,16-054805,Eastern District,Suburban & Ruth,,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.94963281', 'longitude': '-93.01823605'}",1,16,2,30,Male,St. Paul,55119,Yes,Suspected Minor Injury,No,,,,,,
88,Pedestrian,Yes,2018-08-16T11:30:00.000,18-185485,Eastern District,Maryland Ave E & Payne Ave,County - State Aid Highway,Yes,Driver,,,,Male,St. Paul,55106,,,,"{'latitude': '44.97746211', 'longitude': '-93.07364372'}",1,13,1,87,Female,St. Paul,55106,Yes,Possible Injury,Yes,3,Yes,30,Vehicle #1) Driver stated he was S/B on Payne and turning W/B on Maryland when he struck a pedestrian in the crosswalk.  Driver admitted that he did not see the pedestrian prior to hitting her.  driver of vehicle #1 was cited for failure to yield to a pedestrian in a crosswalk.,24,
89,Pedestrian,Yes,2018-05-28T22:22:00.000,18-114241,Central District,Klainert & Biglo,City,Yes,Driver,,,,Male,St. Paul,55104,,,,"{'latitude': '44.98578857', 'longitude': '-93.09110687'}",1,3,3,4,Male,St. Paul,55117,Yes,Suspected Serious Injury,Yes,2,No,30,"Driver was SB on Klainert.  4 y/o ran into street and was struck by driver.  Driver fled, but was located by police and arrested for criminal vehicular operation.",36,
90,Bike,Yes,2017-05-21T15:01:00.000,17-113795,Central District,Rice St & Cook Ave W,County - State Aid Highway,Yes,Driver,Male,St. Paul,55106,Male,St. Paul,55117,Yes,Possible Injury,Yes,"{'latitude': '44.97323442', 'longitude': '-93.1060221'}",1,3,3,,,,,,,,4,Stop Sign,30,"Biker was NB on Rice Street on west sidewalk, crossing street at Cook.  Driver was EB Cook, making right turn onto SB Rice.  Driver was looking left and did not see the biker in the crosswalk.  Driver was cited.",22,39
91,Pedestrian,Yes,2016-02-18T07:57:00.000,16-031377,Western District,Sherburne Ave & Avon St N,,Yes,Driver,,,,Female,St. Paul,55104,,,,"{'latitude': '44.95661986', 'longitude': '-93.13396608'}",1,10,7,6,Male,St. Paul,55104,Yes,Suspected Minor Injury,Yes,,,,,37,
92,Pedestrian,Yes,2016-11-28T17:59:00.000,16-244240,Western District,Summit Ave & Snelling Ave N,State - Trunk Highway,Yes,Driver,,,,Male,Minneapolis,55417,,,,"{'latitude': '44.941262', 'longitude': '-93.167004'}",1,5,6,32,Female,St. Paul,55105,Yes,Suspected Minor Injury,Yes,4,Yes,30,"Ped crossing Snelling in crosswalk of Summit (WB).  Vehicle was WB Summit, made left turn and struck ped.",49,
93,Bike,Yes,2016-12-07T16:54:00.000,16-251173,Central District,Western Ave N & Topping,Municipal Aid Street,No,None,Male,St. Paul,55117,Male,South St. Paul,55075,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.96747694', 'longitude': '-93.11626472'}",1,3,7,,,,,,,,2,No,30,Vehicle parked facing SB on Western.  Biker was riding SB Western.  Driver opened driver's door and struck biker with door causing bike to crash.,35,18
94,Pedestrian,Yes,2017-10-06T06:22:00.000,17-236124,Central District,Maryland Ave W & Rice St N,County - State Aid Highway,No,None,,,,Female,St. Paul,55117,,,,"{'latitude': '44.97736937', 'longitude': '-93.10582448'}",1,3,3,60,Male,St. Paul,55103,Yes,Suspected Serious Injury,Yes,5,Yes,30,Driver EB Maryland.  Pedestrian crossing Maryland against light was struck by vehicle.,24,
95,Pedestrian,Yes,2017-06-08T12:37:00.000,17-130814,Western District,1440 University Ave W,Parking Lot,No,Driver,,,,Male,St. Paul,55117,,,,"{'latitude': '44.95212463', 'longitude': '-93.16195844'}",1,17,7,46,Male,St. Paul,55103,No,None,No,Private,No,10,Driver struck pedestrian that was walking in the parking.  Driver said he did not see the pedestrian.,57,
96,Ped2,,2016-03-15T19:40:00.000,16-050319,,Kellogg Bd W & Mulberry St,,,,,,,,,,,,,"{'latitude': '44.94826853', 'longitude': '-93.10536905'}",1,12,5,63,Female,Crystal,55428,Yes,Suspected Serious Injury,Yes,,,,,,
97,Pedestrian,Yes,2016-02-19T19:31:00.000,16-032425,Western District,Snelling Ave S & St. Clair Av,,Yes,Driver,,,,Male,St. Paul,55105,,,,"{'latitude': '44.934254', 'longitude': '-93.167026'}",1,5,6,54,Female,St. Paul,55106,No,None,No,,,,,68,
98,Pedestrian,Yes,2018-02-03T16:35:00.000,18-0239989,Western District,Hamline Ave N & St. Anthony Ave,Municiapl State Aid,No,None,,,,Male,Unknown,Unknown,,,,"{'latitude': '44.95225432', 'longitude': '-93.15688721'}",1,17,7,16,Female,Minneapolis,55418,Yes,Suspected Minor Injury,Yes,4,Yes,30,Pedestrian was walking SB on W side of hamline crossing St. Anthony when vehicle was SB making right turn to WB St. Anthony struck the pedestrian and fled.  Driver was described as an older white male.,,
99,Pedestrian,Yes,2016-10-26T18:51:00.000,16-220774,Western District,Chatsworth St N & Aurora,City Street,Yes,Driver,,,,Male,St. Paul,55101,,,,"{'latitude': '44.954829', 'longitude': '-93.141553'}",1,9,7,38,Female,St. Paul,55104,Yes,Suspected Minor Injury,Yes,2,No,30,"Driver tried to turn on windshield wipers, but placed vehicle into reverse and struck a pedestrian.  Driver cited for FTY.",21,
100,Bike,Yes,2017-04-26T13:16:00.000,17-091811,Eastern District,Johnson Pkwy & Maryland Ave,County - State Aid Highway,Bike,None,Male,St. Paul,55106,Male,South St. Paul,55075,No,None,No,"{'latitude': '44.977553', 'longitude': '-93.047097'}",1,13,1,,,,,,,,4,Yes,30,"Vehicle turning left from WB Maryland to SB Johnson Pkwy, stopped to avoid crashing into a pedestrian who was illegally in the roadway (pan handling).  While stopped, a biker rode into the stopped vehicle's left rear quarter panel.  No injuries.",40,60
101,Pedestrian,Yes,2016-04-22T18:24:00.000,16-077240,Eastern District,Minnehaha & Pederson,,No,None,,,,Male,white bear lake,55110,,,,"{'latitude': '44.963218', 'longitude': '-93.011226'}",1,14,2,8,Female,West St. Paul,55118,Yes,Suspected Minor Injury,No,,,,,54,
102,Pedestrian,Yes,2018-06-13T19:10:00.000,18-128994,Eastern District,Nokomis Ave & Bush Ave,City,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.96623', 'longitude': '-93.018017'}",1,14,2,25,Female,St. Paul,55106,Yes,Suspected Serious Injury,Yes,2,No,30,"On 6/13/18 at 1910 hours, Unit #1 was involved in a hit and run accident with a pedestrian resulting in the pedestrian suffering significant injuries and being transported to the hospital via ambulance. The driver of Unit #1 backed Unit #1 up traveling north on Bush Ave E and then drove west on Nokomis Ave both maneuvers involved striking the victim and running her over. Unit #1 fled the scene prior to police arriving. Unit #1 was described by witnesses as a gold colored older model possibly Chevy sedan with the last three license plate digits being ""TRA""",,
103,Pedestrian,No,2016-02-01T15:25:00.000,16-020580,Western District,Hamline Ave N & Selby Ave,,No,,,,,Male,Minneapolis,55418,,,,"{'latitude': '44.9465363', 'longitude': '-93.1568792'}",1,17,7,29,Male,St. Paul,55105,No,None,No,,,,,36,
104,Bike,Yes,2017-10-08T16:39:00.000,17-238107,Western District,Avon St N & Holly Ave,City,Yes,Biker,Male,Minneapolis,55441,Female,St. Paul,55104,Yes,Suspected Minor Injury,No,"{'latitude': '44.94320048', 'longitude': '-93.13379413'}",1,9,7,,,,,,,,2,Stop Sign,30,Biker NB Avon failed to stop at stop sign and was struck by vehicle WB Holly.,64,22
105,Pedestrian,Yes,2016-08-19T18:16:00.000,16-166939,Western District,Dale St N & Summit Ave,County - State Aid Highway,Yes,Driver,,,,Male,Austin,55912,,,,"{'latitude': '44.941316', 'longitude': '-93.126203'}",1,8,5,69,Male,St. Paul,55102,No,None,No,2,Yes,30,,34,
106,Bike,Yes,2018-06-05T18:24:00.000,18-121291,Western District,Snelling Ave N & Thomas Ave,State - Trunk Highway,No,None,Male,St. Paul,55108,Male,Roseville,55113,No,None,No,"{'latitude': '44.959178', 'longitude': '-93.16726685'}",1,4,4,,,,,,,,2,Yes,30,"Bike was NB on W sidewalk approaching Thomas. Driver was EB on Thomas, making a right to SB Snelling.  Driver and bike collided.  No injuries.",68,50
107,Pedestrian,Yes,2018-08-18T08:06:00.000,18-187329,Central District,5 St E & Wall St,Municiapl State Aid,No,None,,,,Female,Minneapolis,55417,,,,"{'latitude': '44.9498609', 'longitude': '-93.0856667'}",1,12,5,3,Female,St. Paul,55102,Yes,Possible Injury,Yes,2,No,30,Traffic Accident-Personal Injury.  A 3 year old child was struck by a vehicle entering a parking space at the Farmers' Market.  The child did not have any visible injuries but was transported to Children's Hospital as a precaution.,39,
108,Bike,Yes,2017-04-01T13:03:00.000,17-070344,Central District,Farrington St & Sherburne,City,No,None,Fe,St. Paul,55104,Male,St. Paul,55104,Yes,Possible Injury,Yes,"{'latitude': '44.95667', 'longitude': '-93.113432'}",1,10,7,,,,,,,,2,No,30,"Vehicle was EB Sherburne E of Farrington.  Bike was WB Sherburne on sidewalk, then entered roadway directly in front of vehicle who was unable to stop.  Possible injury to biker.  No citations.",27,15
109,Bike,Yes,2017-08-06T21:04:00.000,17-183998,Eastern District,7th St E & Birmingham,City,No,None,Male,St. Paul,55106,Male,St. Paul,55106,Yes,Possible Injury,Yes,"{'latitude': '44.96737058', 'longitude': '-93.04063461'}",1,14,1,,,,,,,,2,No,30,Driver WB exiting parking lot onto SB Birmingham.  Biker NB on Birmingham.,57,12
110,Pedestrian,Yes,2016-06-24T15:38:00.000,16-126400,Western District,Arundel Street & Emund Ave,City Street,No,None,,,,Male,West St. Paul,55118,,,,"{'latitude': '44.95846', 'longitude': '-93.1187'}",1,10,7,12,Male,St. Paul,55101,Yes,Suspected Minor Injury,Yes,,,,,59,
111,Pedestrian,Yes,2017-12-20T12:52:00.000,17-291338,Eastern District,5 St E & Mendota,City,No,None,,,,Male,Brooklyn Center,55430,,,,"{'latitude': '44.959607', 'longitude': '-93.064694'}",1,15,2,15,Female,Vadnais Heights,55109,Yes,Suspected Serious Injury,Yes,2,No,30,"School bus stopped and people began to exit.  The bus began sliding.  Kids continued to exit, one got injured by the sliding bus when it pinned her between the bus and a pole.  Crash Response Officer processed the scene.  Bus was towed for a commercial vehicle inspection.",27,
112,Pedestrian,Yes,2018-05-13T15:15:00.000,18-100900,Western District,University Ave W & Grotto St N,City,No,None,,,,Male,Unknown,Unknown,,,,"{'latitude': '44.95592355', 'longitude': '-93.13142358'}",1,10,7,57,Female,St. Paul,55106,Yes,Possible Injury,Yes,2,No,30,"Pedestrian was walking SB on W sidewalk of Grotto, just N of University.  Vehicle backed out of a parking spot and struck the pedestrian.  Driver told the pedestrian they would be back, but fled and did not return.  Possible suspect information, case is open for investigation.",,
113,Pedestrian,Yes,2018-07-17T21:50:00.000,18-159140,Central District,14th St & Robert St N,State - Trunk Highway,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.95456362', 'longitude': '-93.0978759'}",1,12,5,45,Female,St. Paul,55101,Yes,Suspected Minor Injury,Yes,2,Yes,30,Ped crossing 14th in Marked x-walk at signal; hit & run.,,
114,Bike,No,2016-07-01T14:29:00.000,16-131940,Western District,Victoria St N & Aurora,Municipal Aid Street,No,None,Male,Brooklyn Park,55428,Unknown,Unknown,Unknown,No,None,No,"{'latitude': '44.954825', 'longitude': '-93.136479'}",1,9,7,,,,,,,,,,,,,34
115,Pedestrian,Yes,2017-02-05T19:24:00.000,17-033856,Western District,Dale St N & Aurora Ave,County - State Aid Highway,No,None,,,,Male,St. Paul,55117,,,,"{'latitude': '44.950336', 'longitude': '-93.12632'}",1,9,7,15,Female,Edina,55410,Yes,Possible Injury,No,4,No,30,Pedestrian crossing Dale on north side of Aurora/.  Vehicle stopped in left lane and waived at pedestrian (motioning to cross). Pedestrian crossed. Vehicle began to drive and struck pedestrian then fled scene.,28,
116,Bike,Yes,2016-08-28T13:21:00.000,16-173770,Eastern District,Case Ave & Johnson Pkwy,County - State Aid Highway,No,None,Male,St. Paul,55106,Female,St. Paul,55106,No,None,No,"{'latitude': '44.968956', 'longitude': '-93.044999'}",1,15,1,,,,,,,,2,No,30,,60,14
117,Pedestrian,Yes,2016-04-28T00:24:00.000,16-081079,Eastern District,Payne Ave & Case St,,No,None,,,,Male,Alexandria,56308,,,,"{'latitude': '44.970254', 'longitude': '-93.073533'}",1,13,1,54,Male,St. Paul,55117,Yes,Possible Injury,Yes,,,,,52,
118,Bike,Yes,2017-09-17T21:16:00.000,17-220518,Western District,Fairview Ave N & Marshall,County - State Aid Highway,No,None,Female,St. Paul,55117,Unknown,Unknown,Unknown,No,None,No,"{'latitude': '44.948406', 'longitude': '-93.177168'}",1,17,4,,,,,,,,2,Yes,30,Biker was SB Fairview crossing Marshall.  Vehicle was NB making left onto Fairview and struck biker.  Bike had no reflectors or lights.  Vehicle fled scene and did not stop.,,26
